id,title,description,availability,condition,price,sale_price,link,image_link,brand,google_product_category,identifier_exists
7htH89QUF6Brth3K7ruJ,Fresh N Local Baby Shimla Apple 500gm,5-6 Pc,in stock,new,100.00 INR,,https://www.freshnlocal.co/product/7htH89QUF6Brth3K7ruJ,https://firebasestorage.googleapis.com/v0/b/freshnlocal-4a420.firebasestorage.app/o/products%2F1783155367176_1000192156.jpg?alt=media&token=a0879396-38ab-4a42-b80f-0d4d5f8c685e,Fresh N Local,"Food, Beverages & Tobacco > Food Items",no
8xFlPOiBunod5R342usS,Fresh N Local Iceberg Luttuce 500gm,Iceberg Luttuce 500Gm,in stock,new,200.00 INR,100.00 INR,https://www.freshnlocal.co/product/8xFlPOiBunod5R342usS,https://firebasestorage.googleapis.com/v0/b/freshnlocal-4a420.firebasestorage.app/o/products%2F1783161411956_1000191932.jpg?alt=media&token=5faa2fa5-7c2f-4506-be7b-d8898b19ce44,Fresh N Local,"Food, Beverages & Tobacco > Food Items",no
9MHhk45ZgyB5hbHGdODZ,Fresh N Local Shitake Mushroom 100gm,Shitake Mushroom ,in stock,new,200.00 INR,150.00 INR,https://www.freshnlocal.co/product/9MHhk45ZgyB5hbHGdODZ,https://firebasestorage.googleapis.com/v0/b/freshnlocal-4a420.firebasestorage.app/o/products%2F9MHhk45ZgyB5hbHGdODZ%2Foriginal.webp?alt=media&token=f1c8a31b-dbb3-44b0-a9dc-b28de009cd79,Fresh N Local,"Food, Beverages & Tobacco > Food Items",no
9Pb683Tmtr2d2VVeo248,Fresh N Local Cherry Vanilla Cloud,Sweet dark red cherries cold pressed and blended with natural Madagascar vanilla pods.,in stock,new,180.00 INR,,https://www.freshnlocal.co/product/9Pb683Tmtr2d2VVeo248,https://firebasestorage.googleapis.com/v0/b/freshnlocal-4a420.firebasestorage.app/o/products%2F1783174296844_1000004111.jpg?alt=media&token=f612c593-559f-420e-bebb-069abc544ff4,Fresh N Local,"Food, Beverages & Tobacco > Food Items",no
9WUfl85kffqwWKJwbTrm,Fresh N Local Thai Jumbo Asparagus 250gm,Thai Jumbo Asparagus ,in stock,new,200.00 INR,,https://www.freshnlocal.co/product/9WUfl85kffqwWKJwbTrm,https://firebasestorage.googleapis.com/v0/b/freshnlocal-4a420.firebasestorage.app/o/products%2F1783157938240_1000191868.jpg?alt=media&token=d93f004e-f0f8-47d3-a1a0-096dfdd41215,Fresh N Local,"Food, Beverages & Tobacco > Food Items",no
9foe6HzA3sjfxXKjLPb3,Fresh N Local Romaine Lettuce 200gm,Romaine Lettuce ,in stock,new,100.00 INR,80.00 INR,https://www.freshnlocal.co/product/9foe6HzA3sjfxXKjLPb3,https://firebasestorage.googleapis.com/v0/b/freshnlocal-4a420.firebasestorage.app/o/products%2F1783161574460_1000191942.jpg?alt=media&token=84170b04-a85b-428a-bc76-5f8bff804b77,Fresh N Local,"Food, Beverages & Tobacco > Food Items",no
9fvtMymFTu5Qix48c4ku,Fresh N Local Tender Coconut 1pc,"300Ml Apx Water
Tender Coconut 1pc",in stock,new,80.00 INR,70.00 INR,https://www.freshnlocal.co/product/9fvtMymFTu5Qix48c4ku,https://firebasestorage.googleapis.com/v0/b/freshnlocal-4a420.firebasestorage.app/o/products%2F1782656207937_1000202740.jpg?alt=media&token=b3a2caeb-7426-408f-94b5-83fe1ab36a07,Fresh N Local,"Food, Beverages & Tobacco > Food Items",no
BGWoWEZEQ0yPgrqXR7aK,Fresh N Local Brown Coconut 1pc,400Gm Apx Per Pc,in stock,new,50.00 INR,30.00 INR,https://www.freshnlocal.co/product/BGWoWEZEQ0yPgrqXR7aK,https://firebasestorage.googleapis.com/v0/b/freshnlocal-4a420.firebasestorage.app/o/products%2F1783155285485_1000192148.jpg?alt=media&token=9ea9252f-b192-4b43-ac33-e5a063072e73,Fresh N Local,"Food, Beverages & Tobacco > Food Items",no
BkMo261EBgxXOZ4ymi1A,Fresh N Local Italian Lemon 2pc,Italian Lemon ,in stock,new,150.00 INR,,https://www.freshnlocal.co/product/BkMo261EBgxXOZ4ymi1A,https://firebasestorage.googleapis.com/v0/b/freshnlocal-4a420.firebasestorage.app/o/products%2F1783157564704_1000204683.jpg?alt=media&token=7dc938fa-1193-4b91-9646-d7039cde546c,Fresh N Local,"Food, Beverages & Tobacco > Food Items",no
Bo8TZCnU3dTy7LSNns0J,Fresh N Local Banana Leaves 2pc,Banana Leaves ,in stock,new,50.00 INR,40.00 INR,https://www.freshnlocal.co/product/Bo8TZCnU3dTy7LSNns0J,https://firebasestorage.googleapis.com/v0/b/freshnlocal-4a420.firebasestorage.app/o/products%2F1783154625571_1000191950.jpg?alt=media&token=cb865da6-df5f-4630-a82a-75ddd107e0dd,Fresh N Local,"Food, Beverages & Tobacco > Food Items",no
CEQEfIoNF0cUw0XvsdE9,Fresh N Local Iran Kimera Dates 400gm,Imported And Seedless ,in stock,new,175.00 INR,150.00 INR,https://www.freshnlocal.co/product/CEQEfIoNF0cUw0XvsdE9,https://firebasestorage.googleapis.com/v0/b/freshnlocal-4a420.firebasestorage.app/o/products%2F1782816594758_1000193376.jpg?alt=media&token=24726e7b-d476-407c-abc4-19ebce4797ac,Fresh N Local,"Food, Beverages & Tobacco > Food Items",no
CHtd5dN5HIeHlzamh3xV,Fresh N Local Red Bell Pepper 200gm,Red Bell Pepper ,in stock,new,100.00 INR,80.00 INR,https://www.freshnlocal.co/product/CHtd5dN5HIeHlzamh3xV,https://firebasestorage.googleapis.com/v0/b/freshnlocal-4a420.firebasestorage.app/o/products%2F1783160386024_1000204697.jpg?alt=media&token=dbdfdccb-54f5-46f3-8b5c-70151b3d0d16,Fresh N Local,"Food, Beverages & Tobacco > Food Items",no
Cb2n7l4Ik8AtVV3T4O8f,Fresh N Local Edible Flower 1 Box,EDIBLE FLOWER ,in stock,new,120.00 INR,,https://www.freshnlocal.co/product/Cb2n7l4Ik8AtVV3T4O8f,https://firebasestorage.googleapis.com/v0/b/freshnlocal-4a420.firebasestorage.app/o/products%2F1783154707738_1000193361.jpg?alt=media&token=c6352479-5f38-4148-9d0a-767327cc2158,Fresh N Local,"Food, Beverages & Tobacco > Food Items",no
CzEN8pzH1scTevob6Ozo,Fresh N Local Red Yellow Bellpepper 2pc,"RED YELLOW BELLPEPPER 2PC
 APX:250-300Gm",in stock,new,140.00 INR,120.00 INR,https://www.freshnlocal.co/product/CzEN8pzH1scTevob6Ozo,https://firebasestorage.googleapis.com/v0/b/freshnlocal-4a420.firebasestorage.app/o/products%2F1782896325740_Yellow_and_red_bellpepper_photos%E2%80%A6_202607011425.jpeg?alt=media&token=4231373e-ec51-46f4-a21a-1fc95861e854,Fresh N Local,"Food, Beverages & Tobacco > Food Items",no
DBQmNVW1Ia4xH0CRJNlv,Fresh N Local Thai Nam Dok Mai Mango 2pc,Origin Thailand ,out of stock,new,650.00 INR,500.00 INR,https://www.freshnlocal.co/product/DBQmNVW1Ia4xH0CRJNlv,https://firebasestorage.googleapis.com/v0/b/freshnlocal-4a420.firebasestorage.app/o/products%2FDBQmNVW1Ia4xH0CRJNlv%2Foriginal.webp?alt=media&token=7ea5aae1-7e14-46c4-bd9c-4f1d721b71be,Fresh N Local,"Food, Beverages & Tobacco > Food Items",no
DpRZ3XALNJjDRi6lYFOO,Fresh N Local Fresh Oregano 10gm,Fresh Oregano ,in stock,new,50.00 INR,20.00 INR,https://www.freshnlocal.co/product/DpRZ3XALNJjDRi6lYFOO,https://firebasestorage.googleapis.com/v0/b/freshnlocal-4a420.firebasestorage.app/o/products%2F1783154329875_1000191959.jpg?alt=media&token=460aef36-0a17-4771-8c01-9c4af32469d5,Fresh N Local,"Food, Beverages & Tobacco > Food Items",no
E3GGffjys5WLVx7hWIVU,Fresh N Local Frozen Sweet Corn 1kg,"1Kg pack 
keep frozen -18°c 
can be used till 6 months",in stock,new,100.00 INR,80.00 INR,https://www.freshnlocal.co/product/E3GGffjys5WLVx7hWIVU,https://firebasestorage.googleapis.com/v0/b/freshnlocal-4a420.firebasestorage.app/o/products%2F1782814600968_1000192014.jpg?alt=media&token=d00e767a-c5d9-47f8-8b59-0f9d22dc4859,Fresh N Local,"Food, Beverages & Tobacco > Food Items",no
E5fi9q2J49tWTefcGw0d,Fresh N Local Rockit Apple 4pc,Origin - New Zealand ,in stock,new,300.00 INR,,https://www.freshnlocal.co/product/E5fi9q2J49tWTefcGw0d,https://firebasestorage.googleapis.com/v0/b/freshnlocal-4a420.firebasestorage.app/o/products%2F1783156574458_1000193375.jpg?alt=media&token=31a5bf53-2f5d-42a7-8822-e4f4ae26d66a,Fresh N Local,"Food, Beverages & Tobacco > Food Items",no
Ed7uHcgEJR8qhq3uKKuh,Fresh N Local Fresh Thyme 10gm,Fresh Thyme ,in stock,new,50.00 INR,20.00 INR,https://www.freshnlocal.co/product/Ed7uHcgEJR8qhq3uKKuh,https://firebasestorage.googleapis.com/v0/b/freshnlocal-4a420.firebasestorage.app/o/products%2F1783154292244_1000191960.jpg?alt=media&token=f06de5e5-1d83-4572-b4da-502199c163c9,Fresh N Local,"Food, Beverages & Tobacco > Food Items",no
EmQuS6FzKrgFJ146Mjm1,Fresh N Local Guava Chunks 500gm,(WITH BLACK SALT)ALL FRUITS AND VEGETABLE ARE CUT AND PEELED IN CONTROLED AND HYGENIC ENVIROMENT AND IT IS PREPARED WITH IN 60 MIN OF DELIVERY TIME,in stock,new,50.00 INR,40.00 INR,https://www.freshnlocal.co/product/EmQuS6FzKrgFJ146Mjm1,https://firebasestorage.googleapis.com/v0/b/freshnlocal-4a420.firebasestorage.app/o/products%2F1782829938478_2446.jpg?alt=media&token=1be92462-99c2-490e-97cc-2b1462316497,Fresh N Local,"Food, Beverages & Tobacco > Food Items",no
EqzEv7Tmoy4ZchrlM9JH,Fresh N Local Indian Cherry 250gm,Origin kashmir ,in stock,new,200.00 INR,,https://www.freshnlocal.co/product/EqzEv7Tmoy4ZchrlM9JH,https://firebasestorage.googleapis.com/v0/b/freshnlocal-4a420.firebasestorage.app/o/products%2FEqzEv7Tmoy4ZchrlM9JH%2Foriginal.webp?alt=media&token=9464de93-8865-45cd-b62d-8c451ae2f28d,Fresh N Local,"Food, Beverages & Tobacco > Food Items",no
F5RQ6ZS8tTdxryJV4AlF,Fresh N Local Funnel Bulb 250gm,Funnel Bulb ,in stock,new,100.00 INR,,https://www.freshnlocal.co/product/F5RQ6ZS8tTdxryJV4AlF,https://firebasestorage.googleapis.com/v0/b/freshnlocal-4a420.firebasestorage.app/o/products%2FF5RQ6ZS8tTdxryJV4AlF%2Foriginal.webp?alt=media&token=03c4a8c6-58bf-443f-8c0b-26bdecb5163f,Fresh N Local,"Food, Beverages & Tobacco > Food Items",no
F88TmUMUBMdeFLR6sTls,Fresh N Local European Sweet Potato 400gm,Imported ,in stock,new,500.00 INR,400.00 INR,https://www.freshnlocal.co/product/F88TmUMUBMdeFLR6sTls,https://firebasestorage.googleapis.com/v0/b/freshnlocal-4a420.firebasestorage.app/o/products%2F1783157087577_1000192142.jpg?alt=media&token=76443ecb-7ff6-4fb1-b88c-c9226242b7bc,Fresh N Local,"Food, Beverages & Tobacco > Food Items",no
GCRB4zJ5ARDMHJA3KwBe,Fresh N Local Hass Avocado Semiripe 3pc,500-600Gm Apx (imported),in stock,new,400.00 INR,150.00 INR,https://www.freshnlocal.co/product/GCRB4zJ5ARDMHJA3KwBe,https://firebasestorage.googleapis.com/v0/b/freshnlocal-4a420.firebasestorage.app/o/products%2F1782984469522_1000193366.jpg?alt=media&token=737e43ef-a09f-464a-8166-b68a54a1db24,Fresh N Local,"Food, Beverages & Tobacco > Food Items",no
Gmv4CdwaHe0tKFOKDcqj,Fresh N Local Pomelo 1pc,Original Thailand,in stock,new,1000.00 INR,750.00 INR,https://www.freshnlocal.co/product/Gmv4CdwaHe0tKFOKDcqj,https://firebasestorage.googleapis.com/v0/b/freshnlocal-4a420.firebasestorage.app/o/products%2FGmv4CdwaHe0tKFOKDcqj%2Foriginal.webp?alt=media&token=3421ae5f-722d-42f4-8364-929d6ba7ad3d,Fresh N Local,"Food, Beverages & Tobacco > Food Items",no
H1G8KiWJwz6dydkrjnBj,Fresh N Local Fresh Roosemary 10gm,Fresh Roosemary ,in stock,new,50.00 INR,20.00 INR,https://www.freshnlocal.co/product/H1G8KiWJwz6dydkrjnBj,https://firebasestorage.googleapis.com/v0/b/freshnlocal-4a420.firebasestorage.app/o/products%2F1783154257008_1000191961.jpg?alt=media&token=a225defc-c3f1-4939-a17a-d28afaf76bed,Fresh N Local,"Food, Beverages & Tobacco > Food Items",no
HfH076jmM7Y0fuBmjxuI,Fresh N Local Pineapple Slice 200gm,ALL FRUITS AND VEGETABLE ARE CUT AND PEELED IN CONTROLED AND HYGENIC ENVIROMENT AND IT IS PREPARED WITH IN 60 MIN OF DELIVERY TIME,in stock,new,80.00 INR,60.00 INR,https://www.freshnlocal.co/product/HfH076jmM7Y0fuBmjxuI,https://firebasestorage.googleapis.com/v0/b/freshnlocal-4a420.firebasestorage.app/o/products%2F1782829892815_2447.jpg?alt=media&token=1bfed38f-a055-4ac4-9e98-79d2640cc6eb,Fresh N Local,"Food, Beverages & Tobacco > Food Items",no
I1iclDWz3L2NoID3AMeS,Fresh N Local Raspberry Fresh 80gm,Indian Grown ,in stock,new,350.00 INR,300.00 INR,https://www.freshnlocal.co/product/I1iclDWz3L2NoID3AMeS,https://firebasestorage.googleapis.com/v0/b/freshnlocal-4a420.firebasestorage.app/o/products%2F1783323439217_1000205400.jpg?alt=media&token=bb9ab8ec-1ac5-49b8-95b2-b5fc5a8fa83a,Fresh N Local,"Food, Beverages & Tobacco > Food Items",no
I3gW66sgTghU037e2Kjf,Fresh N Local Oyster Mushroom 200gm 1pack,Oyster Mushroom 200gm,in stock,new,100.00 INR,80.00 INR,https://www.freshnlocal.co/product/I3gW66sgTghU037e2Kjf,https://firebasestorage.googleapis.com/v0/b/freshnlocal-4a420.firebasestorage.app/o/products%2FI3gW66sgTghU037e2Kjf%2Foriginal.webp?alt=media&token=319df43e-b7eb-4302-8e5c-264819c25dc9,Fresh N Local,"Food, Beverages & Tobacco > Food Items",no
I6AypTIPKFXtwIUEnoOP,Fresh N Local Korean Pear 1pc,Korean Pear ,out of stock,new,900.00 INR,400.00 INR,https://www.freshnlocal.co/product/I6AypTIPKFXtwIUEnoOP,https://firebasestorage.googleapis.com/v0/b/freshnlocal-4a420.firebasestorage.app/o/products%2F1783156796362_1000193370.jpg?alt=media&token=e4b80268-6b67-4532-9e02-5c823a25723a,Fresh N Local,"Food, Beverages & Tobacco > Food Items",no
Im95TkR5NYNnU23r2uya,Fresh N Local Indian Apricots 250gm,Origin Ladakh,in stock,new,125.00 INR,75.00 INR,https://www.freshnlocal.co/product/Im95TkR5NYNnU23r2uya,https://firebasestorage.googleapis.com/v0/b/freshnlocal-4a420.firebasestorage.app/o/products%2F1783156159144_1000204682.jpg?alt=media&token=06e4146e-2579-414b-8ca6-31ea7780bd62,Fresh N Local,"Food, Beverages & Tobacco > Food Items",no
J2cFGvWMAZMvhontpfk9,Fresh N Local Red Dragon Fruit 1pc,Red  Dragon Fruit,in stock,new,70.00 INR,50.00 INR,https://www.freshnlocal.co/product/J2cFGvWMAZMvhontpfk9,https://firebasestorage.googleapis.com/v0/b/freshnlocal-4a420.firebasestorage.app/o/products%2FJ2cFGvWMAZMvhontpfk9%2Foriginal.webp?alt=media&token=d10c17fc-8245-4c3b-8a14-ee45c7793a65,Fresh N Local,"Food, Beverages & Tobacco > Food Items",no
J7vFS1J2zzEJEJYSwplN,Fresh N Local Purple Cabbage 1pc,Purple Cabbage ,in stock,new,80.00 INR,,https://www.freshnlocal.co/product/J7vFS1J2zzEJEJYSwplN,https://firebasestorage.googleapis.com/v0/b/freshnlocal-4a420.firebasestorage.app/o/products%2FJ7vFS1J2zzEJEJYSwplN%2Foriginal.webp?alt=media&token=157b708f-7af8-442e-81ad-2632d36dd091,Fresh N Local,"Food, Beverages & Tobacco > Food Items",no
J9cmtZndUE0Q4kEjX9Cb,Fresh N Local Zespri Sungold Kiwi 3pc,Zespri Sungold Kiwi ,in stock,new,250.00 INR,225.00 INR,https://www.freshnlocal.co/product/J9cmtZndUE0Q4kEjX9Cb,https://firebasestorage.googleapis.com/v0/b/freshnlocal-4a420.firebasestorage.app/o/products%2F1783153514892_1000204672.jpg?alt=media&token=3d20a31d-896a-41bd-885a-c8c019845134,Fresh N Local,"Food, Beverages & Tobacco > Food Items",no
JUZAS1S5MLVqsIOq2Q05,Fresh N Local Edamame Beans Whole Frozen 500gm,Edamame beans Whole Frozen ,in stock,new,300.00 INR,275.00 INR,https://www.freshnlocal.co/product/JUZAS1S5MLVqsIOq2Q05,https://firebasestorage.googleapis.com/v0/b/freshnlocal-4a420.firebasestorage.app/o/products%2FJUZAS1S5MLVqsIOq2Q05%2Foriginal.webp?alt=media&token=35bde107-7504-48c6-86ee-aa5e23417dd8,Fresh N Local,"Food, Beverages & Tobacco > Food Items",no
JWG0jtnar9AQCookAMKr,Fresh N Local Kashmir Plum 500gm,Kashmir Plum,in stock,new,250.00 INR,100.00 INR,https://www.freshnlocal.co/product/JWG0jtnar9AQCookAMKr,https://firebasestorage.googleapis.com/v0/b/freshnlocal-4a420.firebasestorage.app/o/products%2F1782552602487_z6vcsd.jpg?alt=media&token=b8f5a7c3-56ad-4d9d-9110-c9790d5b73cf,Fresh N Local,"Food, Beverages & Tobacco > Food Items",no
K5OwLGM5ua4E2dx30hIc,Fresh N Local Celery 250gm,Celery ,in stock,new,80.00 INR,60.00 INR,https://www.freshnlocal.co/product/K5OwLGM5ua4E2dx30hIc,https://firebasestorage.googleapis.com/v0/b/freshnlocal-4a420.firebasestorage.app/o/products%2F1783154196669_1000191964.jpg?alt=media&token=0cfab0b6-d02c-46a8-a7e9-160fec0e433c,Fresh N Local,"Food, Beverages & Tobacco > Food Items",no
KtnAUE639C8iX9UtAP4h,Fresh N Local Pineapple 1pc,1Kg Apx,in stock,new,100.00 INR,,https://www.freshnlocal.co/product/KtnAUE639C8iX9UtAP4h,https://firebasestorage.googleapis.com/v0/b/freshnlocal-4a420.firebasestorage.app/o/products%2F1783155103147_1000192149.jpg?alt=media&token=3867b9be-d80c-403a-b4bf-2fa7c35255c1,Fresh N Local,"Food, Beverages & Tobacco > Food Items",no
Lb7lIct6fhTIVZiU8FkW,Fresh N Local Rocket Arugula 100gm,Rocket Arugula ,in stock,new,70.00 INR,60.00 INR,https://www.freshnlocal.co/product/Lb7lIct6fhTIVZiU8FkW,https://firebasestorage.googleapis.com/v0/b/freshnlocal-4a420.firebasestorage.app/o/products%2FLb7lIct6fhTIVZiU8FkW%2Foriginal.webp?alt=media&token=caab5ad7-ab3a-4cf5-9315-6ea27a2c3c07,Fresh N Local,"Food, Beverages & Tobacco > Food Items",no
LlQMqkklNm3XqE05qhXS,Fresh N Local Butternut Squash 500gm,Butternut Squash ,in stock,new,250.00 INR,200.00 INR,https://www.freshnlocal.co/product/LlQMqkklNm3XqE05qhXS,https://firebasestorage.googleapis.com/v0/b/freshnlocal-4a420.firebasestorage.app/o/products%2F1783157721871_1000192143.jpg?alt=media&token=e1f14263-e2ba-4105-b811-85c0a3c92a4a,Fresh N Local,"Food, Beverages & Tobacco > Food Items",no
LwIxWI2ptM7l12jfAU4i,Fresh N Local Edamame Beans (Peeled And Boiled) 500gm,"500Gm Per Pack 
Keep In Frozen -18°c
Can Be Used Till 6 Months",in stock,new,300.00 INR,,https://www.freshnlocal.co/product/LwIxWI2ptM7l12jfAU4i,https://firebasestorage.googleapis.com/v0/b/freshnlocal-4a420.firebasestorage.app/o/products%2FLwIxWI2ptM7l12jfAU4i%2Foriginal.webp?alt=media&token=22cf2b03-c218-4907-bc8c-2fdde1447d17,Fresh N Local,"Food, Beverages & Tobacco > Food Items",no
MBctPxELcGhYviDs3iTa,Fresh N Local Zucchini Green 500gm,Zucchini Green ,in stock,new,120.00 INR,75.00 INR,https://www.freshnlocal.co/product/MBctPxELcGhYviDs3iTa,https://firebasestorage.googleapis.com/v0/b/freshnlocal-4a420.firebasestorage.app/o/products%2FMBctPxELcGhYviDs3iTa%2Foriginal.webp?alt=media&token=76119dec-356c-4cea-8e4c-cefb78234b4b,Fresh N Local,"Food, Beverages & Tobacco > Food Items",no
MgSMpICp59feqfgjzp0g,Fresh N Local Spanish Grapefruit 1pc,300-400gm each (imported),in stock,new,100.00 INR,60.00 INR,https://www.freshnlocal.co/product/MgSMpICp59feqfgjzp0g,https://firebasestorage.googleapis.com/v0/b/freshnlocal-4a420.firebasestorage.app/o/products%2F1783157364624_1000192160.jpg?alt=media&token=e93d1f4f-9036-4189-a23e-e718e1b77fec,Fresh N Local,"Food, Beverages & Tobacco > Food Items",no
MmmtVRVd5TwwcWfWRMOW,Fresh N Local Cherry Tomatoes 200gm,Cherry Tomatoes ,in stock,new,70.00 INR,50.00 INR,https://www.freshnlocal.co/product/MmmtVRVd5TwwcWfWRMOW,https://firebasestorage.googleapis.com/v0/b/freshnlocal-4a420.firebasestorage.app/o/products%2FMmmtVRVd5TwwcWfWRMOW%2Foriginal.webp?alt=media&token=eb8cf3d0-5dbe-405a-a87d-e9456289d6a9,Fresh N Local,"Food, Beverages & Tobacco > Food Items",no
O9zQlt6eFhClFKQfREPA,Fresh N Local Fresh Yellow Dates 500gm,Fresh Yellow Dates,in stock,new,120.00 INR,50.00 INR,https://www.freshnlocal.co/product/O9zQlt6eFhClFKQfREPA,https://firebasestorage.googleapis.com/v0/b/freshnlocal-4a420.firebasestorage.app/o/products%2F1782625716585_1000202364.jpg?alt=media&token=698f238c-befb-4b36-a5f4-d6b8ab8d0847,Fresh N Local,"Food, Beverages & Tobacco > Food Items",no
OR3J0OQN1qjUCA6iurnB,Fresh N Local English Cucumber 500gn,English Cucumber ,in stock,new,50.00 INR,40.00 INR,https://www.freshnlocal.co/product/OR3J0OQN1qjUCA6iurnB,https://firebasestorage.googleapis.com/v0/b/freshnlocal-4a420.firebasestorage.app/o/products%2F1783160840973_1000204700.jpg?alt=media&token=649a81d5-bd66-44b7-b46b-2dbf651fa4f0,Fresh N Local,"Food, Beverages & Tobacco > Food Items",no
PYFGPpHmlWGOlwfogPrt,Fresh N Local Langda Mango 1kg,Origin - Mahillabad,in stock,new,100.00 INR,60.00 INR,https://www.freshnlocal.co/product/PYFGPpHmlWGOlwfogPrt,https://firebasestorage.googleapis.com/v0/b/freshnlocal-4a420.firebasestorage.app/o/products%2F1783155040047_1000194164.jpg?alt=media&token=9b482446-ab83-4937-b701-56a072da9080,Fresh N Local,"Food, Beverages & Tobacco > Food Items",no
PYT9d7mcN9tPk9t1Qt3l,Fresh N Local Washinton Apple 2pc,WASHINTON APPLE ,in stock,new,120.00 INR,100.00 INR,https://www.freshnlocal.co/product/PYT9d7mcN9tPk9t1Qt3l,https://firebasestorage.googleapis.com/v0/b/freshnlocal-4a420.firebasestorage.app/o/products%2F1783156520124_1000193377.jpg?alt=media&token=88a68de7-2f03-442a-8911-3bc10aad4cbb,Fresh N Local,"Food, Beverages & Tobacco > Food Items",no
PufQtZxDNDAuIhWcf3MC,Fresh N Local Cherry Halves Frozen 500gm,"250gm box
ideal for shake, smocthie or compote 
keep frozen -18°c 
can be used till 6 months",in stock,new,650.00 INR,600.00 INR,https://www.freshnlocal.co/product/PufQtZxDNDAuIhWcf3MC,https://firebasestorage.googleapis.com/v0/b/freshnlocal-4a420.firebasestorage.app/o/products%2F1782814721073_1000192015.jpg?alt=media&token=5691fbd5-7701-4377-8686-78b1a6c97427,Fresh N Local,"Food, Beverages & Tobacco > Food Items",no
Q4S2TTGv50jB7rc18ua7,Fresh N Local Baby Carrots 250gm,Baby Carrots,in stock,new,100.00 INR,,https://www.freshnlocal.co/product/Q4S2TTGv50jB7rc18ua7,https://firebasestorage.googleapis.com/v0/b/freshnlocal-4a420.firebasestorage.app/o/products%2F1782915981311_Carrots.jpeg?alt=media&token=4a21d509-ca4a-44de-8f53-f859728ff533,Fresh N Local,"Food, Beverages & Tobacco > Food Items",no
RTYitI6N4U5bk53nrfWm,Fresh N Local Lotus Stem 250gm,Lotus Stem ,in stock,new,275.00 INR,50.00 INR,https://www.freshnlocal.co/product/RTYitI6N4U5bk53nrfWm,https://firebasestorage.googleapis.com/v0/b/freshnlocal-4a420.firebasestorage.app/o/products%2FRTYitI6N4U5bk53nrfWm%2Foriginal.webp?alt=media&token=b943df75-3aba-4659-a341-04d4a608af0f,Fresh N Local,"Food, Beverages & Tobacco > Food Items",no
RoOTNJIaity3eKvp7HTI,Fresh N Local Fresh Red Dates 500gm,Fresh Red Dates,in stock,new,120.00 INR,50.00 INR,https://www.freshnlocal.co/product/RoOTNJIaity3eKvp7HTI,https://firebasestorage.googleapis.com/v0/b/freshnlocal-4a420.firebasestorage.app/o/products%2F1782625672309_1000202363.jpg?alt=media&token=0ce8777c-8de8-4180-a887-2740b8c83f9f,Fresh N Local,"Food, Beverages & Tobacco > Food Items",no
Rr1tkINz0KwKy6e2X7Oc,Fresh N Local Pakchoi 250gm,PakChoi ,in stock,new,100.00 INR,50.00 INR,https://www.freshnlocal.co/product/Rr1tkINz0KwKy6e2X7Oc,https://firebasestorage.googleapis.com/v0/b/freshnlocal-4a420.firebasestorage.app/o/products%2FRr1tkINz0KwKy6e2X7Oc%2Foriginal.webp?alt=media&token=e267e019-e88e-407a-9d71-0d2f5ef7d634,Fresh N Local,"Food, Beverages & Tobacco > Food Items",no
RuLkTjSYis0YMnBWW3Lo,Fresh N Local Durian 1pc,"Origin China 
600/700Gm Per Piece ",out of stock,new,750.00 INR,,https://www.freshnlocal.co/product/RuLkTjSYis0YMnBWW3Lo,https://firebasestorage.googleapis.com/v0/b/freshnlocal-4a420.firebasestorage.app/o/products%2FRuLkTjSYis0YMnBWW3Lo%2Foriginal.webp?alt=media&token=b9db649f-3749-4aad-a220-d2a2a1a7dd10,Fresh N Local,"Food, Beverages & Tobacco > Food Items",no
S7BCYYlqvS9lRtPSUZzM,Fresh N Local Edamame Beans (Whole And Boiled ) 500gm,"500Gm Per Pack 
Keep Frozen -18°c 
Can be Used till 6 Months",in stock,new,300.00 INR,275.00 INR,https://www.freshnlocal.co/product/S7BCYYlqvS9lRtPSUZzM,https://firebasestorage.googleapis.com/v0/b/freshnlocal-4a420.firebasestorage.app/o/products%2FS7BCYYlqvS9lRtPSUZzM%2Foriginal.webp?alt=media&token=45149ea6-7e89-4c8d-9441-dc37e57402db,Fresh N Local,"Food, Beverages & Tobacco > Food Items",no
TIBarncxHQqj4GXdBlAr,Fresh N Local Himachal Plum 500gm,Himachal Plum,in stock,new,250.00 INR,80.00 INR,https://www.freshnlocal.co/product/TIBarncxHQqj4GXdBlAr,https://firebasestorage.googleapis.com/v0/b/freshnlocal-4a420.firebasestorage.app/o/products%2F1782551718262_fhu7o9.jpg?alt=media&token=68d9dfeb-c518-4d2d-a548-e40897133349,Fresh N Local,"Food, Beverages & Tobacco > Food Items",no
TOo8yZVp7gZsJDwLBZxZ,Fresh N Local Green Peas Fresh Hand Peeled 200gm,ALL FRUITS AND VEGETABLE ARE CUT AND PEELED IN CONTROLED AND HYGENIC ENVIROMENT AND IT IS PREPARED WITH IN 60 MIN OF DELIVERY TIME,in stock,new,75.00 INR,50.00 INR,https://www.freshnlocal.co/product/TOo8yZVp7gZsJDwLBZxZ,https://firebasestorage.googleapis.com/v0/b/freshnlocal-4a420.firebasestorage.app/o/products%2F1782881067256_2449.jpg?alt=media&token=b9f18ba7-76a3-47fc-9fc1-a10f005b5bb1,Fresh N Local,"Food, Beverages & Tobacco > Food Items",no
